"country_name","city","year","pm10_concentration","pm25_concentration","no2_concentration","pm10_tempcov","pm25_tempcov","no2_tempcov","type_of_stations","population","latitude","longitude","who_ms","clean_city","Region"
"United Kingdom of Great Britain and Northern Ireland","London/GBR",2017,20.076,12.012,40.505,93,86,97,"Urban, Suburban, Suburban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban",9304016,51.51601875,-0.1658375,1,"London","London"
"United Kingdom of Great Britain and Northern Ireland","Luton/GBR",2017,NA,NA,44.434,NA,NA,97,"Urban",214384,51.8923,-0.4621,1,"Luton","East of England"
"United Kingdom of Great Britain and Northern Ireland","Medway/GBR",2017,19.075,11.907,20.087,94,93,97,"Rural, Urban",277736,51.41525,0.59145,1,"Medway","South East"
"United Kingdom of Great Britain and Northern Ireland","Newport/GBR",2017,14.912,11.783,19.518,51,54,52,"Urban",316371,51.6012,-2.9773,1,"Newport","Wales"
"United Kingdom of Great Britain and Northern Ireland","Norwich/GBR",2017,15.816,12.032,13.277,95,96,99,"Urban",140745,52.6142,1.302,1,"Norwich","East of England"
"United Kingdom of Great Britain and Northern Ireland","Oxford/GBR",2017,12.536,10.853,26.881,92,87,96,"Urban, Urban",154455,51.74825,-1.2589,1,"Oxford","South East"
"United Kingdom of Great Britain and Northern Ireland","Plymouth/GBR",2017,14.205,9.161,19.758,94,95,94,"Urban, Urban",263085,50.3914,-4.13635,1,"Plymouth","South West"
"United Kingdom of Great Britain and Northern Ireland","Portsmouth/GBR",2017,14.615,11.145,19.188,82,75,98,"Urban",542040,50.8288,-1.0686,1,"Portsmouth","South East"
"United Kingdom of Great Britain and Northern Ireland","Preston/GBR",2017,NA,8.648,20.195,NA,94,98,"Urban",328158,53.7656,-2.6804,1,"Preston","North West"
"United Kingdom of Great Britain and Northern Ireland","Reading/GBR",2017,14.43,9.666,28.838,96,94,97,"Urban, Urban",329619,51.454,-0.94225,1,"Reading","South East"
"United Kingdom of Great Britain and Northern Ireland","Sheffield/GBR",2017,16.095,11.058,28.967,96,56,98,"Urban, Urban, Urban",730158,53.39803333,-1.443333333,1,"Sheffield","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Southampton/GBR",2017,18.137,11.152,34.731,88,89,96,"Urban, Urban",383736,50.9142,-1.42965,1,"Southampton","South East"
"United Kingdom of Great Britain and Northern Ireland","Southend On Sea/GBR",2017,NA,12.304,20.169,NA,85,98,"Urban",312328,51.5442,0.6784,1,"Southend On Sea","East of England"
"United Kingdom of Great Britain and Northern Ireland","Stockton On Tees/GBR",2017,14.103,8.27,15.53,97,98,99,"Urban, Urban, Urban",196850,54.56263333,-1.3165,1,"Stockton On Tees","North East"
"United Kingdom of Great Britain and Northern Ireland","Stoke On Trent/GBR",2017,18.363,8.659,41.051,95,94,99,"Urban, Urban",386013,53.0043,-2.1435,1,"Stoke On Trent","West Midlands"
"United Kingdom of Great Britain and Northern Ireland","Sunderland/GBR",2017,NA,7.181,17.926,NA,95,87,"Urban, Urban",341366,54.901,-1.40765,1,"Sunderland","North East"
"United Kingdom of Great Britain and Northern Ireland","Swansea/GBR",2017,18.901,14.656,24.408,94,95,99,"Urban",311408,51.6327,-3.9474,1,"Swansea","Wales"
"United Kingdom of Great Britain and Northern Ireland","Telford And Wrekin/GBR",2017,NA,NA,19.4,NA,NA,16,"Urban",176784,52.6735,-2.4367,1,"Telford And Wrekin","West Midlands"
"United Kingdom of Great Britain and Northern Ireland","Thurrock/GBR",2017,18.369,11.053,28.249,92,90,98,"Urban, Urban",171460,51.49765,0.37875,1,"Thurrock","East of England"
"United Kingdom of Great Britain and Northern Ireland","Warwick/GBR",2017,15.639,10.826,20.39,97,97,99,"Urban, Urban",141383,52.29185,-1.538,1,"Warwick","West Midlands"
"United Kingdom of Great Britain and Northern Ireland","Worthing/GBR",2017,NA,NA,40.086,NA,NA,99,"Urban",109829,50.8329,-0.3799,1,"Worthing","South East"
"United Kingdom of Great Britain and Northern Ireland","Wrexham/GBR",2017,11.501,6.56,16.471,96,94,94,"Urban",135849,53.0422,-3.0028,1,"Wrexham","Wales"
"United Kingdom of Great Britain and Northern Ireland","York/GBR",2017,14.848,10.078,21.309,88,86,92,"Urban, Urban",209028,53.9597,-1.0812,1,"York","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Aberdeen/GBR",2018,14.284,6.871,32.603,96,98,99,"Urban, Urban, Urban",228180,57.1453,-2.098333333,1,"Aberdeen","NA"
"United Kingdom of Great Britain and Northern Ireland","Alfriston/GBR",2018,NA,NA,7.561,NA,NA,99,"Rural",NA,50.7937,0.1813,1,"Alfriston","South East"
"United Kingdom of Great Britain and Northern Ireland","Armagh/GBR",2018,18.586,NA,25.196,95,NA,94,"Urban",NA,54.3537,-6.6546,1,"Armagh","NA"
"United Kingdom of Great Britain and Northern Ireland","Ballymena/GBR",2018,NA,NA,18.541,NA,NA,97,"Urban, Urban",NA,54.85655,-6.26295,1,"Ballymena","NA"
"United Kingdom of Great Britain and Northern Ireland","Barnsley/GBR",2018,NA,NA,15.594,NA,NA,99,"Urban",244270,53.5629,-1.5104,1,"Barnsley","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Barnstaple/GBR",2018,14.004,6.929,NA,62,91,NA,"Urban",NA,51.0748,-4.0419,1,"Barnstaple","South West"
"United Kingdom of Great Britain and Northern Ireland","Bath and North East Somerset/GBR",2018,NA,NA,38.345,NA,NA,99,"Urban",190392,51.3911,-2.3542,1,"Bath and North East Somerset","South West"
"United Kingdom of Great Britain and Northern Ireland","Blackburn With Darwen/GBR",2018,NA,NA,19.479,NA,NA,97,"Urban",148857,53.7478,-2.4527,1,"Blackburn With Darwen","North West"
"United Kingdom of Great Britain and Northern Ireland","Blackpool/GBR",2018,NA,8.51,12.463,NA,84,93,"Urban",250412,53.8049,-3.0072,1,"Blackpool","North West"
"United Kingdom of Great Britain and Northern Ireland","Bournemouth/GBR",2018,NA,11.364,15.761,NA,97,92,"Urban, Urban",505687,50.73755,-1.8038,1,"Bournemouth","South West"
"United Kingdom of Great Britain and Northern Ireland","Bradford/GBR",2018,NA,NA,43.47,NA,NA,97,"Urban",535987,53.7712,-1.7598,1,"Bradford","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Brighton/GBR",2018,NA,8.89,16.343,NA,98,99,"Urban",353070,50.8408,-0.1476,1,"Brighton","South East"
"United Kingdom of Great Britain and Northern Ireland","Bristol/GBR",2018,19.264,12.038,34.063,87,80,91,"Urban, Urban",686210,51.4604,-2.58425,1,"Bristol","South West"
"United Kingdom of Great Britain and Northern Ireland","Cambridge/GBR",2018,NA,NA,26.373,NA,NA,98,"Urban",125339,52.2024,0.1245,1,"Cambridge","East of England"
"United Kingdom of Great Britain and Northern Ireland","Cannock Chase/GBR",2018,NA,NA,23.84,NA,NA,74,"Urban",99618,52.6873,-1.9808,1,"Cannock Chase","West Midlands"
"United Kingdom of Great Britain and Northern Ireland","Canterbury/GBR",2018,NA,NA,11.994,NA,NA,97,"Urban",NA,51.274,1.0981,1,"Canterbury","South East"
"United Kingdom of Great Britain and Northern Ireland","Cardiff/GBR",2018,18.781,10.156,22.819,78,88,72,"Urban, Urban",477627,51.4864,-3.1643,1,"Cardiff","Wales"
"United Kingdom of Great Britain and Northern Ireland","Carlisle/GBR",2018,16.19,8.598,22.14,90,91,95,"Urban",108331,54.8948,-2.9453,1,"Carlisle","North West"
"United Kingdom of Great Britain and Northern Ireland","Chesterfield/GBR",2018,15.604,9.648,15.53,89,95,92,"Urban, Urban",104604,53.2379,-1.45595,1,"Chesterfield","East Midlands"
"United Kingdom of Great Britain and Northern Ireland","Coventry/GBR",2018,19.394,10.635,24.923,94,94,98,"Urban, Urban",363467,52.40965,-1.52515,1,"Coventry","West Midlands"
"United Kingdom of Great Britain and Northern Ireland","Derby/GBR",2018,NA,NA,36.053,NA,NA,100,"Urban",257104,52.923,-1.4695,1,"Derby","East Midlands"
"United Kingdom of Great Britain and Northern Ireland","Derry And Strabane/GBR",2018,12.415,9.675,9.638,95,96,98,"Urban",150588,55.0028,-7.3312,1,"Derry And Strabane","NA"
"United Kingdom of Great Britain and Northern Ireland","Doncaster/GBR",2018,NA,NA,28.898,NA,NA,99,"Urban",309741,53.5182,-1.1381,1,"Doncaster","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Dumfries/GBR",2018,NA,NA,29.542,NA,NA,99,"Urban",NA,55.07,-3.6142,1,"Dumfries","NA"
"United Kingdom of Great Britain and Northern Ireland","Dundee/GBR",2018,NA,NA,12.321,NA,NA,91,"Urban",148730,56.4754,-2.9599,1,"Dundee","NA"
"United Kingdom of Great Britain and Northern Ireland","East Staffordshire/GBR",2018,NA,NA,18.927,NA,NA,91,"Urban",118063,52.821,-1.6357,1,"East Staffordshire","West Midlands"
"United Kingdom of Great Britain and Northern Ireland","Eastbourne/GBR",2018,NA,12.709,10.971,NA,98,55,"Urban",103206,50.8058,0.2716,1,"Eastbourne","South East"
"United Kingdom of Great Britain and Northern Ireland","Edinburgh/GBR",2018,10.693,6.31,34.386,93,93,98,"Urban, Urban",536775,55.9452,-3.1831,1,"Edinburgh","NA"
"United Kingdom of Great Britain and Northern Ireland","Exeter/GBR",2018,NA,NA,29.099,NA,NA,97,"Urban",129672,50.7251,-3.5325,1,"Exeter","South West"
"United Kingdom of Great Britain and Northern Ireland","Halton/GBR",2018,NA,NA,44.852,NA,NA,17,"Urban",128014,53.3654,-2.7317,1,"Halton","North West"
"United Kingdom of Great Britain and Northern Ireland","Hartlepool/GBR",2018,NA,NA,13.063,NA,NA,99,"Urban",93131,54.6832,-1.2038,1,"Hartlepool","North East"
"United Kingdom of Great Britain and Northern Ireland","Highland/GBR",2018,12.902,4.69,17.769,45,50,99,"Urban",NA,57.4813,-4.2415,1,"Highland","NA"
"United Kingdom of Great Britain and Northern Ireland","Inverclyde/GBR",2018,11.711,6.177,32.276,100,100,100,"Urban",78455,55.9441,-4.7344,1,"Inverclyde","NA"
"United Kingdom of Great Britain and Northern Ireland","Kingston Upon Hull/GBR",2018,20.445,10.681,24.355,95,98,99,"Urban, Urban",320825,53.7539,-0.32345,1,"Kingston Upon Hull","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Kirklees/GBR",2018,NA,NA,27.184,NA,NA,31,"Urban",437936,53.6931,-1.6371,1,"Kirklees","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Leeds/GBR",2018,17.491,11.362,31.275,96,95,99,"Urban, Urban",787020,53.8119,-1.56145,1,"Leeds","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Leicester/GBR",2018,22.521,10.424,29.514,93,98,99,"Urban, Urban",552178,52.62925,-1.12575,1,"Leicester","East Midlands"
"United Kingdom of Great Britain and Northern Ireland","Lincoln/GBR",2018,NA,NA,33.275,NA,NA,100,"Urban",98739,53.2214,-0.5342,1,"Lincoln","East Midlands"
"United Kingdom of Great Britain and Northern Ireland","Liverpool/GBR",2018,16.126,8.585,22.998,93,95,99,"Urban, Urban, Urban, Urban",901708,53.389875,-2.908525,1,"Liverpool","North West"
"United Kingdom of Great Britain and Northern Ireland","London/GBR",2018,19.793,10.488,38.512,94,85,96,"Urban, Suburban, Suburban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban",9304016,51.50926667,-0.156973333,1,"London","London"
"United Kingdom of Great Britain and Northern Ireland","Luton/GBR",2018,NA,NA,42.857,NA,NA,99,"Urban",214384,51.8923,-0.4621,1,"Luton","East of England"
"United Kingdom of Great Britain and Northern Ireland","Medway/GBR",2018,20.591,12.639,18.189,97,96,97,"Rural, Urban",277736,51.41525,0.59145,1,"Medway","South East"
"United Kingdom of Great Britain and Northern Ireland","Newport/GBR",2018,13.991,8.096,18.501,57,57,43,"Urban",316371,51.6012,-2.9773,1,"Newport","Wales"
"United Kingdom of Great Britain and Northern Ireland","Norwich/GBR",2018,15.745,10.244,11.655,86,89,99,"Urban",140745,52.6142,1.302,1,"Norwich","East of England"
"United Kingdom of Great Britain and Northern Ireland","Oxford/GBR",2018,12.235,9.665,26.864,97,96,97,"Urban, Urban",154455,51.74825,-1.2589,1,"Oxford","South East"
"United Kingdom of Great Britain and Northern Ireland","Plymouth/GBR",2018,16.28,9.916,18.704,96,92,92,"Urban, Urban",263085,50.3914,-4.13635,1,"Plymouth","South West"
"United Kingdom of Great Britain and Northern Ireland","Portsmouth/GBR",2018,17.647,12.378,24.629,81,56,98,"Urban, Urban",542040,50.81355,-1.0821,1,"Portsmouth","South East"
"United Kingdom of Great Britain and Northern Ireland","Preston/GBR",2018,NA,9.279,21.126,NA,96,99,"Urban",328158,53.7656,-2.6804,1,"Preston","North West"
"United Kingdom of Great Britain and Northern Ireland","Reading/GBR",2018,15.099,9.115,27.776,85,93,98,"Urban, Urban",329619,51.454,-0.94225,1,"Reading","South East"
"United Kingdom of Great Britain and Northern Ireland","Sheffield/GBR",2018,15.993,12.771,28.986,97,93,98,"Urban, Urban, Urban",730158,53.39803333,-1.443333333,1,"Sheffield","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Southampton/GBR",2018,17.212,11.88,31.941,72,87,97,"Urban, Urban",383736,50.9142,-1.42965,1,"Southampton","South East"
"United Kingdom of Great Britain and Northern Ireland","Southend On Sea/GBR",2018,NA,12.474,18.786,NA,72,76,"Urban",312328,51.5442,0.6784,1,"Southend On Sea","East of England"
"United Kingdom of Great Britain and Northern Ireland","Stockton On Tees/GBR",2018,15.735,9.791,16.737,89,95,98,"Urban, Urban, Urban",196850,54.56263333,-1.3165,1,"Stockton On Tees","North East"
"United Kingdom of Great Britain and Northern Ireland","Stoke On Trent/GBR",2018,19.18,9.447,38.252,95,92,98,"Urban, Urban",386013,53.0043,-2.1435,1,"Stoke On Trent","West Midlands"
"United Kingdom of Great Britain and Northern Ireland","Sunderland/GBR",2018,NA,8.435,17.166,NA,90,90,"Urban, Urban",341366,54.901,-1.40765,1,"Sunderland","North East"
"United Kingdom of Great Britain and Northern Ireland","Swansea/GBR",2018,19.686,12.822,23.499,96,92,99,"Urban",311408,51.6327,-3.9474,1,"Swansea","Wales"
"United Kingdom of Great Britain and Northern Ireland","Swindon/GBR",2018,NA,NA,13.305,NA,NA,97,"Urban",221180,51.5581,-1.7657,1,"Swindon","South West"
"United Kingdom of Great Britain and Northern Ireland","Telford And Wrekin/GBR",2018,NA,NA,15.547,NA,NA,95,"Urban",176784,52.6735,-2.4367,1,"Telford And Wrekin","West Midlands"
"United Kingdom of Great Britain and Northern Ireland","Thurrock/GBR",2018,18.586,10.059,26.158,87,98,98,"Urban, Urban",171460,51.49765,0.37875,1,"Thurrock","East of England"
"United Kingdom of Great Britain and Northern Ireland","Warwick/GBR",2018,13.913,10.772,17.245,80,84,95,"Urban, Urban",141383,52.29185,-1.538,1,"Warwick","West Midlands"
"United Kingdom of Great Britain and Northern Ireland","Worthing/GBR",2018,NA,10.421,36.504,NA,75,95,"Urban",109829,50.8329,-0.3799,1,"Worthing","South East"
"United Kingdom of Great Britain and Northern Ireland","Wrexham/GBR",2018,13.098,9.539,18.159,72,15,89,"Urban",135849,53.0422,-3.0028,1,"Wrexham","Wales"
"United Kingdom of Great Britain and Northern Ireland","York/GBR",2018,16.1,10.619,20.649,94,94,97,"Urban, Urban",209028,53.9597,-1.0812,1,"York","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Aberdeen/GBR",2019,13.711,7.259,29.171,93,93,98,"Urban, Urban, Urban",228180,57.1453,-2.098333333,1,"Aberdeen","NA"
"United Kingdom of Great Britain and Northern Ireland","Alfriston/GBR",2019,NA,NA,7.24,NA,NA,98,"Rural",NA,50.7937,0.1813,1,"Alfriston","South East"
"United Kingdom of Great Britain and Northern Ireland","Armagh/GBR",2019,17.171,NA,23.738,87,NA,96,"Urban",NA,54.3537,-6.6546,1,"Armagh","NA"
"United Kingdom of Great Britain and Northern Ireland","Ballymena/GBR",2019,NA,NA,17.697,NA,NA,95,"Urban, Urban",NA,54.85655,-6.26295,1,"Ballymena","NA"
"United Kingdom of Great Britain and Northern Ireland","Barnsley/GBR",2019,NA,NA,16.557,NA,NA,86,"Urban",244270,53.5629,-1.5104,1,"Barnsley","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Barnstaple/GBR",2019,16.611,8.141,NA,95,95,NA,"Urban",NA,51.0748,-4.0419,1,"Barnstaple","South West"
"United Kingdom of Great Britain and Northern Ireland","Bath and North East Somerset/GBR",2019,NA,NA,41.05,NA,NA,31,"Urban, Urban",190392,51.391,-2.3546,1,"Bath and North East Somerset","South West"
"United Kingdom of Great Britain and Northern Ireland","Blackburn With Darwen/GBR",2019,NA,NA,20.228,NA,NA,92,"Urban",148857,53.7478,-2.4527,1,"Blackburn With Darwen","North West"
"United Kingdom of Great Britain and Northern Ireland","Blackpool/GBR",2019,13.424,9.172,12.195,47,85,93,"Urban",250412,53.8049,-3.0072,1,"Blackpool","North West"
"United Kingdom of Great Britain and Northern Ireland","Bournemouth/GBR",2019,NA,11.828,15.431,NA,95,99,"Urban, Urban",505687,50.73755,-1.8038,1,"Bournemouth","South West"
"United Kingdom of Great Britain and Northern Ireland","Bradford/GBR",2019,NA,NA,41.838,NA,NA,96,"Urban",535987,53.7712,-1.7598,1,"Bradford","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Brighton/GBR",2019,NA,12.418,15.242,NA,39,97,"Urban",353070,50.8408,-0.1476,1,"Brighton","South East"
"United Kingdom of Great Britain and Northern Ireland","Bristol/GBR",2019,18.444,10.759,31.301,90,85,92,"Urban, Urban",686210,51.4604,-2.58425,1,"Bristol","South West"
"United Kingdom of Great Britain and Northern Ireland","Cambridge/GBR",2019,NA,NA,27.391,NA,NA,87,"Urban",125339,52.2024,0.1245,1,"Cambridge","East of England"
"United Kingdom of Great Britain and Northern Ireland","Cannock Chase/GBR",2019,NA,NA,21.416,NA,NA,99,"Urban",99618,52.6873,-1.9808,1,"Cannock Chase","West Midlands"
"United Kingdom of Great Britain and Northern Ireland","Canterbury/GBR",2019,NA,NA,12.105,NA,NA,99,"Urban",NA,51.274,1.0981,1,"Canterbury","South East"
"United Kingdom of Great Britain and Northern Ireland","Cardiff/GBR",2019,20.924,11.794,25.276,82,64,81,"Urban, Urban",477627,51.4864,-3.1643,1,"Cardiff","Wales"
"United Kingdom of Great Britain and Northern Ireland","Carlisle/GBR",2019,18.593,10.81,25.96,95,94,96,"Urban",108331,54.8948,-2.9453,1,"Carlisle","North West"
"United Kingdom of Great Britain and Northern Ireland","Chesterfield/GBR",2019,13.408,8.623,14.883,95,93,96,"Urban, Urban",104604,53.2379,-1.45595,1,"Chesterfield","East Midlands"
"United Kingdom of Great Britain and Northern Ireland","Coventry/GBR",2019,15.292,9.083,25.687,79,94,99,"Urban, Urban",363467,52.40965,-1.52515,1,"Coventry","West Midlands"
"United Kingdom of Great Britain and Northern Ireland","Derby/GBR",2019,NA,NA,35.011,NA,NA,98,"Urban",257104,52.923,-1.4695,1,"Derby","East Midlands"
"United Kingdom of Great Britain and Northern Ireland","Derry And Strabane/GBR",2019,11.506,9.361,10.608,77,83,98,"Urban",150588,55.0028,-7.3312,1,"Derry And Strabane","NA"
"United Kingdom of Great Britain and Northern Ireland","Doncaster/GBR",2019,NA,NA,30.105,NA,NA,98,"Urban",309741,53.5182,-1.1381,1,"Doncaster","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Dumfries/GBR",2019,NA,NA,31.129,NA,NA,99,"Urban",NA,55.07,-3.6142,1,"Dumfries","NA"
"United Kingdom of Great Britain and Northern Ireland","Dundee/GBR",2019,NA,NA,11.011,NA,NA,96,"Urban",148730,56.4754,-2.9599,1,"Dundee","NA"
"United Kingdom of Great Britain and Northern Ireland","East Staffordshire/GBR",2019,NA,NA,18.282,NA,NA,98,"Urban",118063,52.821,-1.6357,1,"East Staffordshire","West Midlands"
"United Kingdom of Great Britain and Northern Ireland","Eastbourne/GBR",2019,15.546,10.461,11.452,95,98,91,"Urban",103206,50.8058,0.2716,1,"Eastbourne","South East"
"United Kingdom of Great Britain and Northern Ireland","Edinburgh/GBR",2019,10.942,6.336,35.586,90,93,97,"Urban, Urban",536775,55.9452,-3.1831,1,"Edinburgh","NA"
"United Kingdom of Great Britain and Northern Ireland","Exeter/GBR",2019,NA,NA,27.897,NA,NA,91,"Urban",129672,50.7251,-3.5325,1,"Exeter","South West"
"United Kingdom of Great Britain and Northern Ireland","Halton/GBR",2019,NA,NA,33.945,NA,NA,83,"Urban",128014,53.3654,-2.7317,1,"Halton","North West"
"United Kingdom of Great Britain and Northern Ireland","Hartlepool/GBR",2019,NA,NA,12.353,NA,NA,99,"Urban",93131,54.6832,-1.2038,1,"Hartlepool","North East"
"United Kingdom of Great Britain and Northern Ireland","Highland/GBR",2019,9.375,5.426,16.467,89,88,99,"Urban",NA,57.4813,-4.2415,1,"Highland","NA"
"United Kingdom of Great Britain and Northern Ireland","Inverclyde/GBR",2019,11.794,6.558,27.661,100,100,99,"Urban",78455,55.9441,-4.7344,1,"Inverclyde","NA"
"United Kingdom of Great Britain and Northern Ireland","Kingston Upon Hull/GBR",2019,17.401,10.756,24.424,62,95,99,"Urban, Urban",320825,53.7539,-0.32345,1,"Kingston Upon Hull","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Kirklees/GBR",2019,NA,NA,29.533,NA,NA,19,"Urban",437936,53.6931,-1.6371,1,"Kirklees","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Leeds/GBR",2019,16.098,12.323,28.361,92,94,99,"Urban, Urban",787020,53.8119,-1.56145,1,"Leeds","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Leicester/GBR",2019,22.466,11.224,30.462,98,97,99,"Urban, Urban",552178,52.62925,-1.12575,1,"Leicester","East Midlands"
"United Kingdom of Great Britain and Northern Ireland","Lincoln/GBR",2019,NA,NA,29.17,NA,NA,100,"Urban",98739,53.2214,-0.5342,1,"Lincoln","East Midlands"
"United Kingdom of Great Britain and Northern Ireland","Liverpool/GBR",2019,16.005,8.554,23.14,70,96,95,"Urban, Urban, Urban, Urban",901708,53.389875,-2.908525,1,"Liverpool","North West"
"United Kingdom of Great Britain and Northern Ireland","London/GBR",2019,19.395,11.206,34.338,94,95,96,"Urban, Suburban, Suburban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban",9304016,51.50554375,-0.1495,1,"London","London"
"United Kingdom of Great Britain and Northern Ireland","Luton/GBR",2019,NA,NA,39.322,NA,NA,97,"Urban",214384,51.8923,-0.4621,1,"Luton","East of England"
"United Kingdom of Great Britain and Northern Ireland","Medway/GBR",2019,18.909,12.37,18.466,98,95,97,"Rural, Urban",277736,51.41525,0.59145,1,"Medway","South East"
"United Kingdom of Great Britain and Northern Ireland","Newport/GBR",2019,15.245,9.51,19.866,100,100,98,"Urban",316371,51.6012,-2.9773,1,"Newport","Wales"
"United Kingdom of Great Britain and Northern Ireland","Norwich/GBR",2019,14.012,10.33,12.724,90,97,99,"Urban",140745,52.6142,1.302,1,"Norwich","East of England"
"United Kingdom of Great Britain and Northern Ireland","Oxford/GBR",2019,14.234,8.914,28.927,97,95,97,"Urban, Urban",154455,51.74825,-1.2589,1,"Oxford","South East"
"United Kingdom of Great Britain and Northern Ireland","Plymouth/GBR",2019,16.934,11.123,18.857,96,95,91,"Urban, Urban",263085,50.3914,-4.13635,1,"Plymouth","South West"
"United Kingdom of Great Britain and Northern Ireland","Portsmouth/GBR",2019,17.272,8.88,22.632,97,92,99,"Urban, Urban",542040,50.81355,-1.0821,1,"Portsmouth","South East"
"United Kingdom of Great Britain and Northern Ireland","Preston/GBR",2019,11.911,9.378,22.793,52,97,99,"Urban",328158,53.7656,-2.6804,1,"Preston","North West"
"United Kingdom of Great Britain and Northern Ireland","Reading/GBR",2019,14.309,9.451,25.478,73,38,77,"Urban, Urban",329619,51.454,-0.94225,1,"Reading","South East"
"United Kingdom of Great Britain and Northern Ireland","Sheffield/GBR",2019,14.917,12.493,30.159,97,95,86,"Urban, Urban, Urban",730158,53.39803333,-1.443333333,1,"Sheffield","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Southampton/GBR",2019,16.852,9.599,30.164,93,97,98,"Urban, Urban",383736,50.9142,-1.42965,1,"Southampton","South East"
"United Kingdom of Great Britain and Northern Ireland","Southend On Sea/GBR",2019,11.483,10.64,17.875,27,97,99,"Urban",312328,51.5442,0.6784,1,"Southend On Sea","East of England"
"United Kingdom of Great Britain and Northern Ireland","Stockton On Tees/GBR",2019,13.586,8.21,15.596,95,95,99,"Urban, Urban, Urban",196850,54.56263333,-1.3165,1,"Stockton On Tees","North East"
"United Kingdom of Great Britain and Northern Ireland","Stoke On Trent/GBR",2019,15.748,9.471,37.579,81,97,99,"Urban, Urban",386013,53.0043,-2.1435,1,"Stoke On Trent","West Midlands"
"United Kingdom of Great Britain and Northern Ireland","Sunderland/GBR",2019,10.732,9.402,15.075,26,85,93,"Urban, Urban",341366,54.901,-1.40765,1,"Sunderland","North East"
"United Kingdom of Great Britain and Northern Ireland","Swansea/GBR",2019,18.359,9.859,24.127,94,94,99,"Urban",311408,51.6327,-3.9474,1,"Swansea","Wales"
"United Kingdom of Great Britain and Northern Ireland","Swindon/GBR",2019,NA,NA,13.529,NA,NA,99,"Urban",221180,51.5581,-1.7657,1,"Swindon","South West"
"United Kingdom of Great Britain and Northern Ireland","Telford And Wrekin/GBR",2019,NA,NA,14.871,NA,NA,99,"Urban",176784,52.6735,-2.4367,1,"Telford And Wrekin","West Midlands"
"United Kingdom of Great Britain and Northern Ireland","Thurrock/GBR",2019,18.871,11.541,24.782,97,91,99,"Urban, Urban",171460,51.49765,0.37875,1,"Thurrock","East of England"
"United Kingdom of Great Britain and Northern Ireland","Warwick/GBR",2019,13.87,9.495,17.083,95,94,96,"Urban, Urban",141383,52.29185,-1.538,1,"Warwick","West Midlands"
"United Kingdom of Great Britain and Northern Ireland","Worthing/GBR",2019,NA,10.041,33.083,NA,97,97,"Urban",109829,50.8329,-0.3799,1,"Worthing","South East"
"United Kingdom of Great Britain and Northern Ireland","Wrexham/GBR",2019,12.09,7.869,16.434,80,80,80,"Urban",135849,53.0422,-3.0028,1,"Wrexham","Wales"
"United Kingdom of Great Britain and Northern Ireland","York/GBR",2019,17.922,10.872,20.391,96,81,98,"Urban, Urban",209028,53.9597,-1.0812,1,"York","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Wrexham/GBR",2020,11.446,7.053,12.874,100,100,99,"Urban",136055,53.04222,-3.002778,1,"Wrexham","Wales"
"United Kingdom of Great Britain and Northern Ireland","Armagh/GBR",2020,16.957,NA,21.12,95,NA,96,"Urban",217232,54.353728,-6.654558,1,"Armagh","NA"
"United Kingdom of Great Britain and Northern Ireland","Barnsley/GBR",2020,NA,NA,11.863,NA,NA,97,"Urban",248071,53.56292,-1.510436,1,"Barnsley","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Bath and North East Somerset/GBR",2020,NA,NA,28.043,NA,NA,98,"Urban",196357,51.390922,-2.35503,1,"Bath and North East Somerset","South West"
"United Kingdom of Great Britain and Northern Ireland","York/GBR",2020,17.22,8.119,16.745,96,94,80,"Urban, Urban",211012,53.959701,-1.0811875,1,"York","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Aberdeen/GBR",2013,13.484,8.59,38.939,89,83,81,"Urban, Urban",216289,57.152255,-2.0991656,1,"Aberdeen","NA"
